seriesId,seasonality,survey_name,measure_data_type,commerce_industry,commerce_sector,item,area,year,period,periodName,value
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2020', 'period': 'M07', 'periodName': 'July', 'value': '258.278', 'footnotes': [{}]}",U.S. city average,2020,M07,July,258.278
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2020', 'period': 'M06', 'periodName': 'June', 'value': '256.986', 'footnotes': [{}]}",U.S. city average,2020,M06,June,256.986
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2020', 'period': 'M05', 'periodName': 'May', 'value': '255.868', 'footnotes': [{}]}",U.S. city average,2020,M05,May,255.868
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2020', 'period': 'M04', 'periodName': 'April', 'value': '256.092', 'footnotes': [{}]}",U.S. city average,2020,M04,April,256.092
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2020', 'period': 'M03', 'periodName': 'March', 'value': '258.124', 'footnotes': [{}]}",U.S. city average,2020,M03,March,258.124
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2020', 'period': 'M02', 'periodName': 'February', 'value': '259.248', 'footnotes': [{}]}",U.S. city average,2020,M02,February,259.248
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2020', 'period': 'M01', 'periodName': 'January', 'value': '259.037', 'footnotes': [{}]}",U.S. city average,2020,M01,January,259.037
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M12', 'periodName': 'December', 'value': '258.616', 'footnotes': [{}]}",U.S. city average,2019,M12,December,258.616
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M11', 'periodName': 'November', 'value': '257.803', 'footnotes': [{}]}",U.S. city average,2019,M11,November,257.803
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M10', 'periodName': 'October', 'value': '257.244', 'footnotes': [{}]}",U.S. city average,2019,M10,October,257.244
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M09', 'periodName': 'September', 'value': '256.511', 'footnotes': [{}]}",U.S. city average,2019,M09,September,256.511
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M08', 'periodName': 'August', 'value': '256.059', 'footnotes': [{}]}",U.S. city average,2019,M08,August,256.059
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M07', 'periodName': 'July', 'value': '255.685', 'footnotes': [{}]}",U.S. city average,2019,M07,July,255.685
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M06', 'periodName': 'June', 'value': '255.159', 'footnotes': [{}]}",U.S. city average,2019,M06,June,255.159
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M05', 'periodName': 'May', 'value': '255.290', 'footnotes': [{}]}",U.S. city average,2019,M05,May,255.290
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M04', 'periodName': 'April', 'value': '255.211', 'footnotes': [{}]}",U.S. city average,2019,M04,April,255.211
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M03', 'periodName': 'March', 'value': '254.202', 'footnotes': [{}]}",U.S. city average,2019,M03,March,254.202
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M02', 'periodName': 'February', 'value': '253.322', 'footnotes': [{}]}",U.S. city average,2019,M02,February,253.322
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2019', 'period': 'M01', 'periodName': 'January', 'value': '252.718', 'footnotes': [{}]}",U.S. city average,2019,M01,January,252.718
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M12', 'periodName': 'December', 'value': '252.767', 'footnotes': [{}]}",U.S. city average,2018,M12,December,252.767
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M11', 'periodName': 'November', 'value': '252.594', 'footnotes': [{}]}",U.S. city average,2018,M11,November,252.594
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M10', 'periodName': 'October', 'value': '252.772', 'footnotes': [{}]}",U.S. city average,2018,M10,October,252.772
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M09', 'periodName': 'September', 'value': '252.182', 'footnotes': [{}]}",U.S. city average,2018,M09,September,252.182
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M08', 'periodName': 'August', 'value': '251.663', 'footnotes': [{}]}",U.S. city average,2018,M08,August,251.663
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M07', 'periodName': 'July', 'value': '251.214', 'footnotes': [{}]}",U.S. city average,2018,M07,July,251.214
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M06', 'periodName': 'June', 'value': '251.018', 'footnotes': [{}]}",U.S. city average,2018,M06,June,251.018
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M05', 'periodName': 'May', 'value': '250.792', 'footnotes': [{}]}",U.S. city average,2018,M05,May,250.792
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M04', 'periodName': 'April', 'value': '250.227', 'footnotes': [{}]}",U.S. city average,2018,M04,April,250.227
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M03', 'periodName': 'March', 'value': '249.577', 'footnotes': [{}]}",U.S. city average,2018,M03,March,249.577
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M02', 'periodName': 'February', 'value': '249.529', 'footnotes': [{}]}",U.S. city average,2018,M02,February,249.529
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2018', 'period': 'M01', 'periodName': 'January', 'value': '248.859', 'footnotes': [{}]}",U.S. city average,2018,M01,January,248.859
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M12', 'periodName': 'December', 'value': '247.805', 'footnotes': [{}]}",U.S. city average,2017,M12,December,247.805
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M11', 'periodName': 'November', 'value': '247.284', 'footnotes': [{}]}",U.S. city average,2017,M11,November,247.284
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M10', 'periodName': 'October', 'value': '246.626', 'footnotes': [{}]}",U.S. city average,2017,M10,October,246.626
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M09', 'periodName': 'September', 'value': '246.435', 'footnotes': [{}]}",U.S. city average,2017,M09,September,246.435
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M08', 'periodName': 'August', 'value': '245.183', 'footnotes': [{}]}",U.S. city average,2017,M08,August,245.183
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M07', 'periodName': 'July', 'value': '244.243', 'footnotes': [{}]}",U.S. city average,2017,M07,July,244.243
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M06', 'periodName': 'June', 'value': '244.163', 'footnotes': [{}]}",U.S. city average,2017,M06,June,244.163
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M05', 'periodName': 'May', 'value': '244.004', 'footnotes': [{}]}",U.S. city average,2017,M05,May,244.004
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M04', 'periodName': 'April', 'value': '244.193', 'footnotes': [{}]}",U.S. city average,2017,M04,April,244.193
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M03', 'periodName': 'March', 'value': '243.892', 'footnotes': [{}]}",U.S. city average,2017,M03,March,243.892
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M02', 'periodName': 'February', 'value': '244.006', 'footnotes': [{}]}",U.S. city average,2017,M02,February,244.006
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2017', 'period': 'M01', 'periodName': 'January', 'value': '243.618', 'footnotes': [{}]}",U.S. city average,2017,M01,January,243.618
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M12', 'periodName': 'December', 'value': '242.637', 'footnotes': [{}]}",U.S. city average,2016,M12,December,242.637
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M11', 'periodName': 'November', 'value': '242.026', 'footnotes': [{}]}",U.S. city average,2016,M11,November,242.026
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M10', 'periodName': 'October', 'value': '241.741', 'footnotes': [{}]}",U.S. city average,2016,M10,October,241.741
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M09', 'periodName': 'September', 'value': '241.176', 'footnotes': [{}]}",U.S. city average,2016,M09,September,241.176
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M08', 'periodName': 'August', 'value': '240.545', 'footnotes': [{}]}",U.S. city average,2016,M08,August,240.545
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M07', 'periodName': 'July', 'value': '240.101', 'footnotes': [{}]}",U.S. city average,2016,M07,July,240.101
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M06', 'periodName': 'June', 'value': '240.222', 'footnotes': [{}]}",U.S. city average,2016,M06,June,240.222
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M05', 'periodName': 'May', 'value': '239.557', 'footnotes': [{}]}",U.S. city average,2016,M05,May,239.557
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M04', 'periodName': 'April', 'value': '238.992', 'footnotes': [{}]}",U.S. city average,2016,M04,April,238.992
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M03', 'periodName': 'March', 'value': '238.080', 'footnotes': [{}]}",U.S. city average,2016,M03,March,238.080
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M02', 'periodName': 'February', 'value': '237.336', 'footnotes': [{}]}",U.S. city average,2016,M02,February,237.336
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2016', 'period': 'M01', 'periodName': 'January', 'value': '237.652', 'footnotes': [{}]}",U.S. city average,2016,M01,January,237.652
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M12', 'periodName': 'December', 'value': '237.761', 'footnotes': [{}]}",U.S. city average,2015,M12,December,237.761
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M11', 'periodName': 'November', 'value': '238.017', 'footnotes': [{}]}",U.S. city average,2015,M11,November,238.017
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M10', 'periodName': 'October', 'value': '237.733', 'footnotes': [{}]}",U.S. city average,2015,M10,October,237.733
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M09', 'periodName': 'September', 'value': '237.498', 'footnotes': [{}]}",U.S. city average,2015,M09,September,237.498
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M08', 'periodName': 'August', 'value': '238.033', 'footnotes': [{}]}",U.S. city average,2015,M08,August,238.033
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M07', 'periodName': 'July', 'value': '238.034', 'footnotes': [{}]}",U.S. city average,2015,M07,July,238.034
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M06', 'periodName': 'June', 'value': '237.657', 'footnotes': [{}]}",U.S. city average,2015,M06,June,237.657
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M05', 'periodName': 'May', 'value': '237.001', 'footnotes': [{}]}",U.S. city average,2015,M05,May,237.001
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M04', 'periodName': 'April', 'value': '236.222', 'footnotes': [{}]}",U.S. city average,2015,M04,April,236.222
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M03', 'periodName': 'March', 'value': '235.976', 'footnotes': [{}]}",U.S. city average,2015,M03,March,235.976
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M02', 'periodName': 'February', 'value': '235.342', 'footnotes': [{}]}",U.S. city average,2015,M02,February,235.342
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2015', 'period': 'M01', 'periodName': 'January', 'value': '234.747', 'footnotes': [{}]}",U.S. city average,2015,M01,January,234.747
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M12', 'periodName': 'December', 'value': '236.252', 'footnotes': [{}]}",U.S. city average,2014,M12,December,236.252
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M11', 'periodName': 'November', 'value': '236.983', 'footnotes': [{}]}",U.S. city average,2014,M11,November,236.983
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M10', 'periodName': 'October', 'value': '237.430', 'footnotes': [{}]}",U.S. city average,2014,M10,October,237.430
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M09', 'periodName': 'September', 'value': '237.477', 'footnotes': [{}]}",U.S. city average,2014,M09,September,237.477
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M08', 'periodName': 'August', 'value': '237.460', 'footnotes': [{}]}",U.S. city average,2014,M08,August,237.460
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M07', 'periodName': 'July', 'value': '237.498', 'footnotes': [{}]}",U.S. city average,2014,M07,July,237.498
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M06', 'periodName': 'June', 'value': '237.231', 'footnotes': [{}]}",U.S. city average,2014,M06,June,237.231
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M05', 'periodName': 'May', 'value': '236.918', 'footnotes': [{}]}",U.S. city average,2014,M05,May,236.918
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M04', 'periodName': 'April', 'value': '236.468', 'footnotes': [{}]}",U.S. city average,2014,M04,April,236.468
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M03', 'periodName': 'March', 'value': '236.028', 'footnotes': [{}]}",U.S. city average,2014,M03,March,236.028
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M02', 'periodName': 'February', 'value': '235.547', 'footnotes': [{}]}",U.S. city average,2014,M02,February,235.547
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2014', 'period': 'M01', 'periodName': 'January', 'value': '235.288', 'footnotes': [{}]}",U.S. city average,2014,M01,January,235.288
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M12', 'periodName': 'December', 'value': '234.719', 'footnotes': [{}]}",U.S. city average,2013,M12,December,234.719
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M11', 'periodName': 'November', 'value': '234.100', 'footnotes': [{}]}",U.S. city average,2013,M11,November,234.100
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M10', 'periodName': 'October', 'value': '233.669', 'footnotes': [{}]}",U.S. city average,2013,M10,October,233.669
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M09', 'periodName': 'September', 'value': '233.544', 'footnotes': [{}]}",U.S. city average,2013,M09,September,233.544
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M08', 'periodName': 'August', 'value': '233.456', 'footnotes': [{}]}",U.S. city average,2013,M08,August,233.456
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M07', 'periodName': 'July', 'value': '232.900', 'footnotes': [{}]}",U.S. city average,2013,M07,July,232.900
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M06', 'periodName': 'June', 'value': '232.445', 'footnotes': [{}]}",U.S. city average,2013,M06,June,232.445
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M05', 'periodName': 'May', 'value': '231.893', 'footnotes': [{}]}",U.S. city average,2013,M05,May,231.893
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M04', 'periodName': 'April', 'value': '231.797', 'footnotes': [{}]}",U.S. city average,2013,M04,April,231.797
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M03', 'periodName': 'March', 'value': '232.282', 'footnotes': [{}]}",U.S. city average,2013,M03,March,232.282
CUSR0000SA0,Seasonally Adjusted,CPI for All Urban Consumers (CPI-U),All items,,,"{'year': '2013', 'period': 'M02', 'periodName': 'February', 'value': '232.937', 'footnotes': [{}]}",U.S. city average,2013,M02,February,232.937
