seriesId,seasonality,survey_name,measure_data_type,commerce_industry,commerce_sector,area,year,period,periodName,value
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2012,M05,May,9.4
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2012,M04,April,9.0
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2012,M03,March,8.5
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2012,M02,February,8.0
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2012,M01,January,8.2
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M13,Annual,8.8
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M12,December,9.2
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M11,November,9.5
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M10,October,9.7
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M09,September,9.6
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M08,August,9.6
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M07,July,9.4
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M06,June,9.2
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M05,May,8.9
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M04,April,8.5
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M03,March,7.6
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M02,February,7.3
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2011,M01,January,7.3
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M13,Annual,8.8
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M12,December,8.4
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M11,November,8.9
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M10,October,8.9
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M09,September,9.1
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M08,August,9.3
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M07,July,9.6
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M06,June,9.5
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M05,May,9.2
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M04,April,9.0
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M03,March,8.1
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M02,February,8.0
SMU19197802023800001,Not Seasonally Adjusted,"State and Area Employment, Hours, and Earnings","All Employees, In Thousands",Specialty Trade Contractors,Construction,"Des Moines-West Des Moines, IA",2010,M01,January,8.1
